user_country,location_selected,protocol,date,time_to_connect,download_speed,latency
FR,France - Paris - 1,tcp,2018-02-11,91,7998.8952,1006
GB,UK - London,udp,2018-02-11,40,12082.3452,
FR,UK - London,udp,2018-02-11,64,22678.3146,293
GB,UK - London,tcp,2018-02-11,38,33934.6362,114
GB,UK - London,udp,2018-02-11,59,19052.211,
FR,UK - London,udp,2018-02-11,46,29113.8318,
FR,France - Paris - 1,tcp,2018-02-11,56,74045.7822,31
FR,France - Paris - 1,tcp,2018-02-11,67,52291.494,66
FR,France - Paris - 1,udp,2018-02-11,74,27926.1312,168
FR,France - Paris - 1,udp,2018-02-11,13,160122.5748,23
FR,France - Paris - 1,udp,2018-02-11,67,32102.9172,
FR,France - Paris - 1,udp,2018-02-11,75,64362.1722,64
FR,France - Paris - 1,l2tp,2018-02-11,53,37390.4016,132
GB,France - Paris - 1,l2tp,2018-02-11,28,77769.8886,56
GB,France - Paris - 1,tcp,2018-02-11,43,29113.8318,151
FR,France - Paris - 1,udp,2018-02-11,327,19712.5632,
FR,France - Paris - 1,udp,2018-02-11,39,52996.1808,82
GB,UK - London,tcp,2018-02-11,27,13160.376,93
FR,France - Paris - 1,udp,2018-02-11,122,11116.3176,82
FR,France - Paris - 1,udp,2018-02-11,272,3313.428,
FR,France - Paris - 1,udp,2018-02-11,48,26019.7434,185
FR,France - Paris - 1,udp,2018-02-11,37,54697.2294,79
DE,Germany - Nuremberg,udp,2018-02-11,16,91473.9468,37
GB,UK - London,udp,2018-02-11,56,44005.5906,100
GB,UK - London,udp,2018-02-11,19,92381.6394,48
DE,Germany - Nuremberg,udp,2018-02-11,35,22414.6404,323
FR,UK - London,udp,2018-02-11,35,51117.7938,96
GB,UK - London,udp,2018-02-11,73,22533.6438,254
FR,France - Paris - 1,udp,2018-02-11,37,37322.733,81
FR,France - Paris - 1,udp,2018-02-11,47,13127.7084,
FR,France - Paris - 1,udp,2018-02-11,66,30217.53,144
FR,France - Paris - 1,udp,2018-02-11,166,12425.355,
FR,France - Paris - 1,tcp,2018-02-11,17,74045.7822,40
FR,France - Paris - 1,udp,2018-02-11,43,26988.1044,268
FR,France - Paris - 1,udp,2018-02-11,98,8225.235,458
FR,UK - London,udp,2018-02-11,33,3861.777,79
GB,UK - London,udp,2018-02-11,82,24883.3776,227
FR,UK - London,udp,2018-02-11,31,66814.5756,55
DE,Germany - Nuremberg,udp,2018-02-11,227,7508.8812,
DE,Germany - Nuremberg,udp,2018-02-11,142,46576.9974,78
FR,UK - London,l2tp,2018-02-11,47,15556.7778,523
FR,France - Paris - 1,udp,2018-02-11,18,93501.6714,59
FR,UK - London,udp,2018-02-11,23,23929.017,280
FR,France - Paris - 1,udp,2018-02-11,30,33206.6154,203
FR,France - Paris - 1,udp,2018-02-11,26,74461.1274,61
GB,UK - London,udp,2018-02-11,36,13939.7316,
FR,France - Paris - 1,udp,2018-02-11,18,44857.2816,41
FR,France - Paris - 1,udp,2018-02-11,37,50795.7846,81
FR,France - Paris - 1,udp,2018-02-11,63,25002.381,165
FR,UK - London,udp,2018-02-11,13,100287.1986,48
DE,Germany - Nuremberg,udp,2018-02-11,18,81414.6594,43
FR,UK - London,udp,2018-02-11,37,44789.613,117
FR,France - Paris - 1,udp,2018-02-11,37,50900.7876,92
FR,France - Paris - 1,udp,2018-02-11,75,2170.062,4618
GB,France - Paris - 1,udp,2018-02-11,32,40960.5036,96
DE,Germany - Nuremberg,udp,2018-02-11,259,8871.5868,343
FR,France - Paris - 1,udp,2018-02-11,58,20022.9054,176
GB,UK - London,tcp,2018-02-11,73,32676.9336,84
FR,UK - London,udp,2018-02-11,108,3999.4476,118
DE,Germany - Nuremberg,udp,2018-02-10,186,55531.8833,101
DE,Germany - Nuremberg,udp,2018-02-11,159,504.0144,
FR,France - Paris - 1,udp,2018-02-11,85,18347.5242,
FR,France - Paris - 1,udp,2018-02-11,177,11139.6516,
FR,France - Paris - 1,udp,2018-02-11,138,11097.6504,
FR,France - Paris - 1,udp,2018-02-11,171,7462.2132,
GB,UK - London,udp,2018-02-11,100,13004.0382,391
GB,UK - London,tcp,2018-02-11,52,37915.4166,88
GB,UK - London,udp,2018-02-11,49,28906.1592,
GB,UK - London,udp,2018-02-11,64,18373.1916,368
FR,France - Paris - 1,udp,2018-02-11,12,165839.4048,23
GB,UK - London,udp,2018-02-11,131,5380.8204,1088
FR,France - Paris - 1,udp,2018-02-11,55,21779.9556,
DE,Germany - Nuremberg,udp,2018-02-11,386,7224.2064,
FR,France - Paris - 1,tcp,2018-02-11,67,52545.8346,68
FR,UK - London,udp,2018-02-11,42,53152.5186,79
GB,UK - London,tcp,2018-02-11,0,0,0
GB,UK - London,tcp,2018-02-11,49,41368.8486,98
FR,France - Paris - 1,tcp,2018-02-11,138,19432.5552,191
FR,France - Paris - 1,tcp,2018-02-11,67,57170.6334,73
GB,UK - London,udp,2018-02-11,12,108183.4242,56
GB,UK - London,udp,2018-02-11,26,65563.8732,90
GB,UK - London,udp,2018-02-11,65,3446.4318,2423
GB,UK - London,tcp,2018-02-11,45,42978.8946,92
GB,UK - London,udp,2018-02-11,53,29337.8382,196
FR,France - Paris - 1,udp,2018-02-11,51,39985.1424,117
GB,UK - London,udp,2018-02-11,147,13769.3934,433
DE,Germany - Nuremberg,udp,2018-02-11,64,53819.871,
FR,France - Paris - 1,udp,2018-02-11,45,43100.2314,106
GB,UK - London,udp,2018-02-11,40,31185.891,215
FR,France - Paris - 1,udp,2018-02-11,147,6514.8528,
FR,France - Paris - 1,udp,2018-02-11,60,35043.0012,130
FR,France - Paris - 1,udp,2018-02-11,14,146551.5204,27
GB,UK - London,udp,2018-02-11,126,13727.3922,429
GB,UK - London,udp,2018-02-11,42,60388.392,74
FR,France - Paris - 1,udp,2018-02-11,117,5315.4852,1383
GB,UK - London,udp,2018-02-11,13,79270.2648,88
GB,UK - London,udp,2018-02-11,24,51652.1424,91
FR,France - Paris - 1,udp,2018-02-11,44,54839.5668,62
DE,Germany - Nuremberg,udp,2018-02-11,40,68928.636,
FR,France - Paris - 1,udp,2018-02-11,39,36508.3764,162
GB,UK - London,udp,2018-02-11,28,65015.5242,68
GB,France - Paris - 1,tcp,2018-02-11,82,22118.2986,164
DE,Germany - Nuremberg,udp,2018-02-11,52,24892.7112,
GB,France - Paris - 1,udp,2018-02-11,44,32095.917,96
FR,France - Paris - 1,udp,2018-02-11,76,15246.4356,
FR,Germany - Nuremberg,udp,2018-02-11,92,8171.5668,381
GB,UK - London,udp,2018-02-11,39,57116.9652,89
GB,UK - London,l2tp,2018-02-11,17,90286.2462,44
FR,France - Paris - 1,udp,2018-02-11,28,31575.5688,113
GB,UK - London,udp,2018-02-11,48,37329.7332,
FR,France - Paris - 1,udp,2018-02-11,12,161555.2824,25
FR,France - Paris - 1,tcp,2018-02-11,31,53308.8564,53
GB,France - Paris - 1,udp,2018-02-11,24,78738.2496,52
FR,France - Paris - 1,udp,2018-02-11,27,28098.8028,
GB,UK - London,udp,2018-02-11,302,5635.161,872
GB,UK - London,udp,2018-02-11,44,41564.8542,129
FR,UK - London,l2tp,2018-02-11,80,24395.697,232
FR,France - Paris - 1,udp,2018-02-11,51,21212.9394,344
GB,UK - London,udp,2018-02-11,27,48707.3916,125
FR,France - Paris - 1,udp,2018-02-11,73,23544.006,223
DE,Germany - Nuremberg,udp,2018-02-11,353,17862.177,
FR,France - Paris - 1,udp,2018-02-11,36,53782.5366,87
FR,France - Paris - 1,udp,2018-02-11,12,155084.7642,24
DE,France - Paris - 1,udp,2018-02-11,44,53957.5416,75
GB,UK - London,udp,2018-02-11,58,35684.6862,104
FR,France - Paris - 1,udp,2018-02-11,110,973.0278,9076
GB,Germany - Nuremberg,udp,2018-02-11,31,34417.65,61
GB,UK - London,udp,2018-02-11,19,105035.6676,39
FR,France - Paris - 1,udp,2018-02-11,813,6162.5094,478
GB,UK - London,udp,2018-02-11,30,17589.1692,463
DE,Germany - Nuremberg,udp,2018-02-11,41,11335.6572,542
GB,France - Paris - 1,udp,2018-02-11,37,45424.2978,121
GB,UK - London,udp,2018-02-11,22,75338.4858,76
FR,France - Paris - 1,udp,2018-02-11,92,12077.6784,
GB,France - Paris - 1,udp,2018-02-11,92,12703.0296,
GB,France - Paris - 1,udp,2018-02-11,25,65008.524,87
FR,France - Paris - 1,udp,2018-02-11,73,33409.6212,
GB,UK - London,udp,2018-02-11,210,5646.828,692
DE,Germany - Nuremberg,udp,2018-02-11,49,70790.6892,
GB,UK - London,udp,2018-02-11,15,118903.0638,28
GB,UK - London,udp,2018-02-11,25,59065.3542,63
FR,France - Paris - 1,udp,2018-02-11,41,32471.5944,109
FR,France - Paris - 1,tcp,2018-02-11,43,30296.8656,118
FR,France - Paris - 1,udp,2018-02-11,37,51950.8176,84
GB,UK - London,udp,2018-02-11,22,77825.8902,64
GB,UK - London,udp,2018-02-11,62,31113.5556,152
GB,UK - London,udp,2018-02-11,34,42099.2028,131
GB,UK - London,udp,2018-02-11,21,95977.4088,44
FR,France - Paris - 1,tcp,2018-02-11,163,8393.2398,820
GB,France - Paris - 1,udp,2018-02-11,95,14198.739,413
FR,France - Paris - 1,udp,2018-02-11,113,2671.743,1911
GB,UK - London,udp,2018-02-11,52,32847.2718,129
FR,France - Paris - 1,udp,2018-02-11,70,33911.3022,124
FR,France - Paris - 1,udp,2018-02-11,28,34566.9876,77
GB,France - Paris - 1,udp,2018-02-11,46,33166.9476,
GB,UK - London,tcp,2018-02-11,43,43338.2382,81
FR,France - Paris - 1,udp,2018-02-11,40,53518.8624,87
DE,Germany - Nuremberg,udp,2018-02-11,353,8922.9216,344
FR,France - Paris - 1,udp,2018-02-11,42,35558.6826,149
FR,France - Paris - 1,udp,2018-02-10,306,24915.5664,167
DE,Germany - Nuremberg,udp,2018-02-11,84,12761.3646,
DE,Germany - Nuremberg,udp,2018-02-11,176,26295.0846,
DE,Germany - Nuremberg,udp,2018-02-11,74,17516.8338,
GB,UK - London,udp,2018-02-11,27,18384.8586,425
GB,France - Paris - 1,udp,2018-02-11,500,10808.3088,
FR,UK - London,udp,2018-02-11,35,61725.4302,65
FR,France - Paris - 1,udp,2018-02-11,187,7308.2088,
GB,UK - London,udp,2018-02-11,16,104736.9924,38
DE,Germany - Nuremberg,udp,2018-02-11,38,38342.4288,
FR,France - Paris - 1,udp,2018-02-11,70,29235.1686,181
GB,UK - London,udp,2018-02-11,29,53224.854,91
DE,Germany - Nuremberg,udp,2018-02-11,289,30152.1948,
FR,France - Paris - 1,udp,2018-02-11,18,40538.1582,197
FR,France - Paris - 1,udp,2018-02-11,499,3908.445,
FR,France - Paris - 1,udp,2018-02-11,48,37390.4016,150
GB,UK - London,udp,2018-02-11,19,74883.4728,69
FR,France - Paris - 1,udp,2018-02-11,55,33957.9702,136
FR,UK - London,udp,2018-02-11,48,28740.4878,205
GB,UK - London,tcp,2018-02-11,8,71847.7194,75
DE,Germany - Nuremberg,udp,2018-02-11,17,49913.7594,54
FR,France - Paris - 1,udp,2018-02-11,43,30301.5324,
FR,Germany - Nuremberg,udp,2018-02-11,6,195650.9232,11
GB,UK - London,udp,2018-02-11,28,60115.3842,106
GB,UK - London,udp,2018-02-11,101,24332.6952,169
GB,UK - London,udp,2018-02-11,12,112766.2218,40
GB,UK - London,tcp,2018-02-11,1302,1750.05,
GB,France - Paris - 1,udp,2018-02-11,31,44803.6134,
GB,UK - London,tcp,2018-02-11,33,28136.1372,155
FR,France - Paris - 1,udp,2018-02-11,197,12224.6826,581
GB,UK - London,udp,2018-02-11,21,71609.7126,72
DE,Germany - Nuremberg,udp,2018-02-11,26,60134.0514,58
GB,UK - London,tcp,2018-02-11,59,72043.725,47
GB,UK - London,udp,2018-02-11,192,11475.6612,497
GB,UK - London,tcp,2018-02-11,12,91329.276,52
FR,France - Paris - 1,udp,2018-02-11,29,43160.8998,123
DE,Germany - Nuremberg,udp,2018-02-11,16,62978.466,71
GB,UK - London,udp,2018-02-11,14,87010.1526,48
GB,UK - London,tcp,2018-02-11,55,62035.7724,37
FR,France - Paris - 1,udp,2018-02-11,36,56850.9576,86
FR,France - Paris - 1,udp,2018-02-11,71,17754.8406,
DE,Germany - Nuremberg,udp,2018-02-11,43,59765.3742,
GB,UK - London,udp,2018-02-11,34,45974.9802,85
GB,UK - London,udp,2018-02-11,20,103371.9534,40
FR,UK - London,udp,2018-02-11,96,8691.915,188
DE,Germany - Nuremberg,udp,2018-02-11,47,24468.0324,
DE,Germany - Nuremberg,udp,2018-02-11,22,100142.5278,
FR,France - Paris - 1,tcp,2018-02-11,139,9249.5976,570
FR,UK - London,udp,2018-02-11,36,61326.4188,64
GB,UK - London,udp,2018-02-11,27,80383.2966,52
GB,UK - London,tcp,2018-02-11,11,78318.2376,59
FR,France - Paris - 1,udp,2018-02-11,96,9144.5946,229
FR,France - Paris - 1,udp,2018-02-11,11,194857.5672,22
FR,UK - London,udp,2018-02-11,29,14908.0926,66
FR,UK - London,udp,2018-02-11,109,3941.1126,2375
GB,UK - London,udp,2018-02-11,31,56181.2718,83
GB,UK - London,tcp,2018-02-11,34,56668.9524,49
GB,France - Paris - 1,udp,2018-02-11,32,47781.0318,63
GB,UK - London,udp,2018-02-11,168,2009.0574,4652
FR,France - Paris - 1,udp,2018-02-11,47,19598.2266,373
FR,UK - London,udp,2018-02-11,16,133017.8004,28
GB,UK - London,tcp,2018-02-11,12,68765.298,51
GB,UK - London,udp,2018-02-11,18,115118.289,35
FR,France - Paris - 1,udp,2018-02-11,63,26621.7606,181
FR,France - Paris - 1,udp,2018-02-11,39,43114.2318,118
DE,Germany - Nuremberg,udp,2018-02-11,31,60472.3944,59
DE,Germany - Nuremberg,udp,2018-02-11,49,35976.3612,
FR,France - Paris - 1,udp,2018-02-11,87,28784.8224,
DE,Germany - Nuremberg,udp,2018-02-11,24,51271.7982,87
FR,France - Paris - 1,udp,2018-02-11,23,90640.923,51
FR,France - Paris - 1,udp,2018-02-11,36,47678.3622,101
GB,UK - London,udp,2018-02-11,26,41756.193,162
GB,UK - London,udp,2018-02-11,33,23044.6584,255
GB,UK - London,udp,2018-02-11,13,94446.6984,69
FR,UK - London,udp,2018-02-11,17,85689.4482,28
DE,Germany - Nuremberg,udp,2018-02-11,443,13844.0622,115
FR,France - Paris - 1,udp,2018-02-11,36,30464.8704,107
FR,France - Paris - 1,udp,2018-02-11,129,7354.8768,1045
FR,France - Paris - 1,udp,2018-02-11,235,11370.6582,
GB,UK - London,tcp,2018-02-11,28,83097.0408,53
DE,Germany - Nuremberg,udp,2018-02-11,19,87180.4908,35
GB,France - Paris - 1,udp,2018-02-11,29,47986.371,77
FR,UK - London,udp,2018-02-11,32,38862.777,73
FR,France - Paris - 1,udp,2018-02-11,37,51871.482,90
GB,UK - London,udp,2018-02-11,29,37845.4146,209
GB,UK - London,tcp,2018-02-11,10,63221.1396,66
FR,UK - London,udp,2018-02-11,39,59354.6958,69
FR,France - Paris - 1,udp,2018-02-11,63,24288.3606,247
GB,UK - London,udp,2018-02-11,33,24937.0458,314
GB,UK - London,udp,2018-02-11,50,48565.0542,88
DE,Germany - Nuremberg,udp,2018-02-11,223,52737.1734,122
DE,Germany - Nuremberg,udp,2018-02-11,79,16158.795,
GB,UK - London,udp,2018-02-11,37,5385.4872,
FR,France - Paris - 1,udp,2018-02-11,371,15451.7748,
DE,Germany - Nuremberg,udp,2018-02-11,19,85106.0982,
FR,France - Paris - 1,udp,2018-02-11,148,7422.5454,
DE,Germany - Nuremberg,udp,2018-02-11,19,93291.6654,
FR,France - Paris - 1,udp,2018-02-11,1477,8670.9144,
GB,UK - London,tcp,2018-02-11,145,3588.7692,
FR,France - Paris - 1,udp,2018-02-11,59,30261.8646,
FR,France - Paris - 1,udp,2018-02-11,77,9627.6084,646
FR,France - Paris - 1,udp,2018-02-11,38,51918.15,81
FR,France - Paris - 1,udp,2018-02-11,110,7387.5444,1005
GB,UK - London,udp,2018-02-11,18,18279.8556,
FR,UK - London,udp,2018-02-11,15,128124.6606,31
FR,France - Paris - 1,udp,2018-02-11,17,78124.5654,69
DE,Germany - Nuremberg,udp,2018-02-11,35,16345.467,
FR,France - Paris - 1,tcp,2018-02-11,44,23513.6718,142
GB,UK - London,tcp,2018-02-11,19,97538.4534,44
FR,France - Paris - 1,udp,2018-02-11,46,41921.8644,
FR,France - Paris - 1,udp,2018-02-11,37,52202.8248,88
FR,France - Paris - 1,udp,2018-02-11,146,8985.9234,254
FR,France - Paris - 1,tcp,2018-02-11,72,10892.3112,
FR,UK - London,udp,2018-02-11,25,87068.4876,46
GB,UK - London,udp,2018-02-11,13,97230.4446,41
FR,France - Paris - 1,udp,2018-02-11,72,15356.1054,
GB,UK - London,tcp,2018-02-11,11,54377.5536,78
GB,UK - London,udp,2018-02-11,102,6799.5276,
DE,Germany - Nuremberg,udp,2018-02-11,16,112894.5588,27
DE,Germany - Nuremberg,udp,2018-02-11,21,85570.4448,42
GB,France - Paris - 1,tcp,2018-02-11,38,23672.343,118
FR,France - Paris - 1,udp,2018-02-11,146,6582.5214,
FR,France - Paris - 1,udp,2018-02-11,92,17024.4864,351
DE,Germany - Nuremberg,udp,2018-02-11,25,78815.2518,38
GB,Germany - Nuremberg,udp,2018-02-11,20,34928.6646,170
GB,UK - London,udp,2018-02-11,26,83594.055,46
GB,UK - London,udp,2018-02-11,66,29214.168,183
FR,France - Paris - 1,udp,2018-02-11,64,23744.6784,
FR,France - Paris - 1,udp,2018-02-06,131,6964,583
FR,France - Paris - 1,udp,2018-02-12,177,7125.6,
GB,UK - London,udp,2018-02-06,41,18050,
GB,UK - London,udp,2018-02-06,85,12490,
GB,UK - London,udp,2018-02-06,15,122570,34
GB,UK - London,udp,2018-02-06,56,21510,262
FR,France - Paris - 1,udp,2018-02-06,31,46118,92
GB,UK - London,tcp,2018-02-06,30,33874,118
FR,France - Paris - 1,udp,2018-02-06,14,80366,62
FR,France - Paris - 1,udp,2018-02-06,351,8512,
FR,France - Paris - 1,udp,2018-02-06,120,5962,
GB,UK - London,udp,2018-02-06,89,14544,
FR,France - Paris - 1,udp,2018-02-06,41,33540,145
GB,UK - London,udp,2018-02-06,135,15698,127
FR,UK - London,udp,2018-02-06,57,21996,253
GB,UK - London,udp,2018-02-06,21,71022,64
FR,UK - London,udp,2018-02-06,47,12982,550
GB,UK - London,tcp,2018-02-06,71,36824,87
FR,UK - London,udp,2018-02-06,21,95824,35
FR,UK - London,udp,2018-02-06,25,60986,70
DE,Germany - Nuremberg,udp,2018-02-06,160,5776,
GB,UK - London,udp,2018-02-06,25,77460,47
GB,UK - London,udp,2018-02-06,97,17684,
FR,UK - London,udp,2018-02-06,56,13566,
FR,France - Paris - 1,udp,2018-02-06,23,81502,42
FR,France - Paris - 1,udp,2018-02-06,24,14624,70
FR,France - Paris - 1,udp,2018-02-06,49,28306,172
GB,UK - London,udp,2018-02-06,74,17584,
DE,Germany - Nuremberg,udp,2018-02-06,116,33050,
FR,UK - London,udp,2018-02-06,43,15772,457
FR,France - Paris - 1,udp,2018-02-06,87,30042,93
FR,Germany - Nuremberg,udp,2018-02-06,5,187520,19
GB,UK - London,udp,2018-02-06,16,54648,115
FR,UK - London,udp,2018-02-06,35,57424,62
GB,UK - London,udp,2018-02-06,38,36526,136
GB,UK - London,udp,2018-02-06,83,15718,
DE,Germany - Nuremberg,udp,2018-02-06,33,56278,52
GB,UK - London,udp,2018-02-06,79,10478,
FR,France - Paris - 1,udp,2018-02-06,307,18788,
GB,UK - London,udp,2018-02-06,77,17756,
GB,UK - London,udp,2018-02-06,28,71368,61
DE,Germany - Nuremberg,udp,2018-02-06,11,125192,24
FR,France - Paris - 1,udp,2018-02-06,16,33780,207
FR,UK - London,udp,2018-02-06,25,13306,81
GB,UK - London,udp,2018-02-06,82,15522,
FR,France - Paris - 1,udp,2018-02-06,32,36662,
GB,UK - London,udp,2018-02-06,36,54428,66
FR,France - Paris - 1,udp,2018-02-06,41,48190,86
FR,France - Paris - 1,udp,2018-02-06,47,33960,124
GB,UK - London,udp,2018-02-06,21,61078,75
FR,France - Paris - 1,udp,2018-02-06,24,37216,154
FR,UK - London,tcp,2018-02-06,94,19800,162
GB,UK - London,tcp,2018-02-06,84,28956,117
GB,UK - London,udp,2018-02-06,110,14564,
FR,France - Paris - 1,udp,2018-02-06,51,29188,145
FR,France - Paris - 1,udp,2018-02-06,46,27840,173
FR,UK - London,udp,2018-02-06,43,9828,775
FR,France - Paris - 1,udp,2018-02-06,58,32158,108
FR,UK - London,udp,2018-02-06,51,25812,206
GB,UK - London,udp,2018-02-06,22,86514,42
GB,UK - London,udp,2018-02-06,29,57122,68
GB,UK - London,tcp,2018-02-06,31,27292,129
FR,UK - London,l2tp,2018-02-06,44,10806,687
GB,UK - London,udp,2018-02-06,85,17200,
FR,UK - London,udp,2018-02-06,0,0,0
GB,UK - London,udp,2018-02-06,85,15474,
GB,France - Paris - 1,udp,2018-02-06,21,84004,43
FR,France - Paris - 1,udp,2018-02-06,24,67990,59
FR,France - Paris - 1,udp,2018-02-06,40,29816,176
GB,UK - London,udp,2018-02-06,22,88268,42
FR,UK - London,udp,2018-02-06,45,10832,682
GB,France - Paris - 1,udp,2018-02-06,20,89764,36
FR,France - Paris - 1,udp,2018-02-06,119,17284,338
GB,UK - London,udp,2018-02-06,75,16700,
FR,UK - London,udp,2018-02-06,927,7856,494
FR,UK - London,udp,2018-02-06,34,56238,64
GB,UK - London,udp,2018-02-06,20,61738,83
FR,France - Paris - 1,udp,2018-02-06,11,116942,38
GB,Germany - Nuremberg,udp,2018-02-06,28,46596,91
DE,Germany - Nuremberg,udp,2018-02-06,18,82844,34
DE,Germany - Nuremberg,udp,2018-02-06,114,11456,
GB,France - Paris - 1,udp,2018-02-06,187,13090,
FR,France - Paris - 1,udp,2018-02-06,121,12282,
FR,France - Paris - 1,udp,2018-02-06,194,10000,
GB,UK - London,udp,2018-02-06,34,44366,105
GB,UK - London,udp,2018-02-06,22,65134,70
GB,UK - London,udp,2018-02-06,28,36342,151
GB,UK - London,udp,2018-02-06,47,25756,
GB,UK - London,udp,2018-02-06,34,59100,61
GB,UK - London,udp,2018-02-06,18,46276,92
GB,UK - London,udp,2018-02-06,35,49278,92
GB,UK - London,udp,2018-02-06,49,40994,88
GB,UK - London,udp,2018-02-06,45,31186,157
GB,UK - London,tcp,2018-02-06,84,32344,103
GB,UK - London,udp,2018-02-06,24,71072,52
FR,France - Paris - 1,udp,2018-02-06,20,7020,1103
GB,UK - London,udp,2018-02-06,12,118250,36
GB,UK - London,udp,2018-02-06,19,55906,105
FR,France - Paris - 1,udp,2018-02-06,41,31488,158
FR,France - Paris - 1,udp,2018-02-06,73,22616,
DE,Germany - Nuremberg,udp,2018-02-06,209,31616,
GB,UK - London,udp,2018-02-06,28,54178,79
FR,France - Paris - 1,udp,2018-02-16,21,52080.651,80
GB,UK - London,udp,2018-02-16,25,53173.998,143
GB,UK - London,udp,2018-02-16,12,175066.1883,29
FR,UK - London,udp,2018-02-16,13,21416.2677,43
FR,France - Paris - 1,udp,2018-02-16,26,79304.9913,83
FR,UK - London,udp,2018-02-16,19,97795.8891,50
DE,Germany - Nuremberg,udp,2018-02-16,27,65784.8223,67
GB,UK - London,tcp,2018-02-16,10,103033.2879,43
FR,UK - London,udp,2018-02-16,46,44611.2243,129
GB,UK - London,udp,2018-02-16,9,119910.8322,66
GB,UK - London,udp,2018-02-15,919,7360.6,498
FR,UK - London,udp,2018-02-16,12,21664.2708,44
DE,Germany - Nuremberg,udp,2018-02-16,60,12992.1624,
GB,UK - London,tcp,2018-02-16,29,37952.4744,105
GB,UK - London,udp,2018-02-16,14,128828.277,32
GB,UK - London,udp,2018-02-16,24,64030.1337,108
GB,France - Paris - 1,udp,2018-02-16,79,20592.2574,
FR,Germany - Nuremberg,udp,2018-02-16,5,137127.0474,28
FR,UK - London,udp,2018-02-16,171,15458.8599,405
GB,UK - London,udp,2018-02-16,45,61872.7734,79
FR,France - Paris - 1,udp,2018-02-16,25,71803.5642,92
FR,UK - London,udp,2018-02-16,42,31941.7326,255
FR,France - Paris - 1,udp,2018-02-16,32,75259.6074,88
FR,France - Paris - 1,udp,2018-02-16,24,65411.4843,44
GB,France - Paris - 1,udp,2018-02-16,34,63518.1273,92
GB,UK - London,udp,2018-02-16,34,56664.7083,110
DE,Germany - Nuremberg,udp,2018-02-16,25,69779.5389,55
GB,UK - London,udp,2018-02-16,37,37907.1405,203
DE,Germany - Nuremberg,tcp,2018-02-16,31,24432.3054,111
GB,UK - London,udp,2018-02-16,28,64238.1363,102
FR,UK - London,udp,2018-02-16,27,19840.248,62
GB,UK - London,udp,2018-02-16,38,45512.5689,160
GB,UK - London,l2tp,2018-02-16,18,2090.6928,42
GB,UK - London,udp,2018-02-16,27,32061.7341,287
GB,UK - London,udp,2018-02-16,253,48440.6055,
DE,Germany - Nuremberg,udp,2018-02-16,47,18541.5651,
FR,UK - London,udp,2018-02-16,25,48032.6004,181
FR,France - Paris - 1,udp,2018-02-16,17,142145.7768,34
FR,UK - London,udp,2018-02-16,22,20333.5875,55
GB,UK - London,udp,2018-02-16,38,42851.2023,161
FR,France - Paris - 1,udp,2018-02-16,237,33597.7533,109
DE,Germany - Nuremberg,tcp,2018-02-16,30,33405.7509,141
FR,France - Paris - 1,udp,2018-02-16,16,131892.3153,47
FR,UK - London,udp,2018-02-16,18,21069.5967,49
GB,UK - London,udp,2018-02-16,26,106046.6589,45
FR,Germany - Nuremberg,udp,2018-02-16,10,20573.5905,21
GB,UK - London,udp,2018-02-16,24,56198.0358,131
FR,France - Paris - 1,udp,2018-02-16,31,18312.2289,90
GB,UK - London,udp,2018-02-16,34,73992.9249,60
FR,France - Paris - 1,udp,2018-02-16,16,122118.8598,47
GB,UK - London,udp,2018-02-16,22,108982.6956,51
FR,UK - London,udp,2018-02-16,20,124916.2281,36
FR,France - Paris - 1,udp,2018-02-16,41,46731.2508,148
DE,Germany - Nuremberg,udp,2018-02-16,52,12533.49,544
DE,Germany - Nuremberg,udp,2018-02-15,1,13111.8,
GB,UK - London,udp,2018-02-15,81,126583.6,44
FR,France - Paris - 1,udp,2018-02-15,55,37286.6,
GB,UK - London,udp,2018-02-16,31,20002.9167,
DE,Germany - Nuremberg,udp,2018-02-16,41,72875.5776,
FR,France - Paris - 1,udp,2018-02-16,29,16752.2094,78
GB,UK - London,udp,2018-02-16,11,186375.663,28
GB,France - Paris - 1,udp,2018-02-16,26,56779.3764,53
GB,UK - London,udp,2018-02-16,10,124404.2217,57
GB,UK - London,udp,2018-02-16,24,51872.6484,128
FR,France - Paris - 1,udp,2018-02-16,63,33336.4167,158
FR,France - Paris - 1,udp,2018-02-16,16,130324.2957,42
GB,UK - London,udp,2018-02-16,15,134945.6868,39
GB,UK - London,udp,2018-02-16,36,44563.2237,161
GB,UK - London,l2tp,2018-02-16,27,86147.7435,58
GB,France - Paris - 1,udp,2018-02-16,34,58536.7317,106
GB,UK - London,udp,2018-02-16,101,21829.6062,268
DE,Germany - Nuremberg,udp,2018-02-16,39,39749.8302,
DE,Germany - Nuremberg,udp,2018-02-16,23,79120.989,43
GB,UK - London,udp,2018-02-16,24,94417.1802,56
DE,Germany - Nuremberg,tcp,2018-02-16,32,27656.3457,77
GB,UK - London,udp,2018-02-16,10,111710.7297,66
FR,France - Paris - 1,udp,2018-02-16,16,158207.3109,29
GB,UK - London,tcp,2018-02-16,46,37299.1329,66
FR,France - Paris - 1,udp,2018-02-16,40,42997.8708,147
FR,France - Paris - 1,udp,2018-02-16,27,61323.4332,111
FR,UK - London,udp,2018-02-16,12,21328.2666,46
FR,France - Paris - 1,udp,2018-02-16,44,25909.6572,330
FR,France - Paris - 1,tcp,2018-02-16,141,30827.052,148
